id,cuisine
29572,moroccan
13458,mexican
14022,southern_us
40437,vietnamese
48136,mexican
17687,italian
48504,brazilian
22857,southern_us
11465,southern_us
42107,italian
12514,mexican
46339,indian
8383,italian
27362,british
38646,thai
44084,korean
12946,thai
11670,mexican
34916,italian
2944,indian
33063,mexican
26982,korean
2231,mexican
5118,indian
28258,southern_us
44113,southern_us
47328,thai
33937,filipino
40399,italian
23562,jamaican
12787,mexican
13992,italian
38992,italian
45269,mexican
15211,indian
34602,southern_us
41779,thai
4179,mexican
37925,italian
46161,italian
5512,southern_us
27845,mexican
12024,cajun_creole
41072,french
17911,french
4237,chinese
40442,italian
15522,mexican
6804,indian
43807,mexican
21647,chinese
22758,french
32551,mexican
20470,mexican
20842,southern_us
43018,indian
45493,italian
42442,italian
14655,italian
32247,french
32302,brazilian
42075,italian
19949,mexican
23352,southern_us
48549,southern_us
15053,southern_us
23490,indian
12080,chinese
41992,mexican
10618,vietnamese
2870,italian
49226,mexican
10052,southern_us
39400,italian
8410,mexican
15752,mexican
18854,mexican
28448,southern_us
27260,mexican
1083,french
21430,italian
46343,british
12493,italian
14251,southern_us
37764,indian
3912,italian
28477,italian
25100,italian
44515,mexican
36019,southern_us
44471,italian
27855,indian
47538,southern_us
16954,mexican
5730,thai
29892,cajun_creole
25581,italian
43708,indian
49152,mexican
40984,mexican
13050,italian
15031,italian
42841,russian
16325,southern_us
1866,southern_us
29547,southern_us
24281,cajun_creole
49183,filipino
41136,italian
15790,indian
23832,japanese
4231,french
5306,italian
40103,southern_us
45908,mexican
34333,mexican
19999,mexican
9304,korean
11613,mexican
30183,italian
14480,thai
26493,chinese
46415,mexican
23012,indian
2981,mexican
31371,southern_us
8119,italian
48376,japanese
42957,mexican
18688,indian
38876,french
11197,irish
48216,thai
24611,italian
16761,italian
47345,italian
16477,italian
31855,southern_us
403,italian
48608,southern_us
1985,italian
36249,jamaican
27201,chinese
22141,southern_us
34166,cajun_creole
4721,southern_us
44230,mexican
21409,italian
29986,italian
15401,french
32341,italian
46266,italian
6633,indian
42713,italian
9117,korean
16266,italian
36470,southern_us
16164,indian
34712,chinese
29117,cajun_creole
34991,indian
24906,italian
36954,italian
29979,italian
16710,italian
48056,italian
24035,irish
32656,indian
45875,french
1735,thai
35986,greek
45005,southern_us
46636,french
31507,southern_us
31348,mexican
28362,italian
33305,indian
36747,mexican
39897,indian
27450,chinese
49579,korean
24426,mexican
11507,moroccan
6093,mexican
49338,greek
11560,italian
49597,mexican
17865,filipino
5995,mexican
9707,mexican
6888,mexican
46148,japanese
19940,southern_us
34637,italian
14214,moroccan
15805,russian
34328,chinese
27174,southern_us
24919,italian
33206,mexican
10745,southern_us
41550,french
5008,indian
10685,mexican
15287,cajun_creole
25701,french
31525,italian
27096,chinese
36113,italian
48480,italian
1944,italian
26314,italian
10478,thai
15149,french
5024,southern_us
1676,french
2869,italian
20079,french
8053,italian
6212,italian
13557,indian
9735,southern_us
39956,spanish
21569,mexican
3269,french
4461,cajun_creole
41598,mexican
44612,chinese
20150,italian
7278,italian
35809,mexican
21612,mexican
20357,southern_us
23355,italian
27727,spanish
34021,thai
9970,mexican
36438,southern_us
12079,southern_us
22380,indian
28065,thai
49690,italian
48671,southern_us
18509,southern_us
8903,greek
23374,chinese
22475,mexican
28418,indian
42625,brazilian
44840,italian
42121,indian
2243,indian
18032,japanese
19392,italian
25679,french
11223,mexican
35867,italian
33842,mexican
12676,french
38377,indian
344,mexican
11864,chinese
16895,italian
3001,indian
19195,indian
3635,french
23150,southern_us
17502,italian
16405,moroccan
34160,mexican
34495,mexican
18377,french
18988,mexican
24880,southern_us
48302,italian
33358,mexican
20732,filipino
22094,italian
8638,mexican
35556,mexican
27248,cajun_creole
15746,italian
46404,mexican
23323,greek
39018,southern_us
23510,french
27710,french
30540,indian
48945,southern_us
37197,mexican
27343,chinese
29349,southern_us
38383,cajun_creole
46758,mexican
24859,chinese
18292,mexican
32450,italian
35936,vietnamese
36789,italian
19804,mexican
16604,italian
585,indian
29352,indian
48392,italian
44324,greek
5012,southern_us
19487,italian
17263,mexican
26127,italian
39464,italian
4870,chinese
16171,indian
308,moroccan
19155,french
18736,brazilian
43352,southern_us
24652,mexican
44181,cajun_creole
36237,indian
30286,italian
4019,french
20111,southern_us
35543,italian
25992,southern_us
8275,mexican
49613,chinese
45149,indian
38610,indian
18111,cajun_creole
35670,italian
30349,italian
12034,chinese
20729,cajun_creole
11458,italian
16423,mexican
47404,chinese
43875,chinese
43513,southern_us
21894,cajun_creole
9350,greek
18519,mexican
4651,moroccan
14831,mexican
32530,thai
44131,indian
36724,southern_us
20264,cajun_creole
4994,indian
47875,southern_us
1952,chinese
6792,cajun_creole
44853,french
13807,italian
14303,french
27449,mexican
20389,french
32028,french
9758,mexican
15295,southern_us
14904,spanish
9534,italian
46950,italian
15648,cajun_creole
44473,greek
29833,italian
3015,italian
43675,italian
3329,southern_us
27359,moroccan
18163,italian
45238,mexican
2146,italian
17194,french
15864,italian
6084,british
44220,italian
1843,filipino
4777,italian
27182,italian
47648,italian
30068,southern_us
36696,mexican
47909,southern_us
19016,mexican
32683,thai
224,greek
2031,cajun_creole
26715,japanese
23886,mexican
28724,cajun_creole
46037,italian
38683,chinese
19328,italian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,southern_us
13023,indian
27838,cajun_creole
3661,italian
35313,mexican
45668,italian
3070,french
20607,italian
33560,chinese
43354,cajun_creole
19935,italian
45795,southern_us
42932,mexican
42059,italian
47601,italian
31240,chinese
5339,french
8192,greek
4831,korean
9134,indian
49500,indian
45456,southern_us
47506,mexican
43238,french
43910,french
36829,thai
2771,italian
14712,french
37718,mexican
5264,indian
26273,british
48641,moroccan
46990,indian
26575,italian
43906,filipino
30518,mexican
45950,southern_us
15967,italian
25115,mexican
15112,british
34860,cajun_creole
32100,greek
11239,korean
809,italian
9212,italian
34741,mexican
29409,mexican
39986,french
21487,italian
36981,italian
19115,indian
37110,mexican
36185,chinese
26244,japanese
18026,chinese
36961,french
14384,mexican
6039,cajun_creole
31871,indian
35841,mexican
16074,french
39180,southern_us
19331,italian
8658,italian
49574,italian
25237,mexican
6947,italian
5309,italian
35914,italian
14715,italian
47994,mexican
11508,chinese
41662,italian
39047,southern_us
22933,italian
5016,japanese
49449,greek
39029,southern_us
1721,mexican
41864,italian
17358,mexican
36847,mexican
34812,indian
5486,french
2492,chinese
45624,mexican
7576,mexican
34773,chinese
16904,chinese
4279,mexican
38068,italian
7370,indian
23586,italian
48790,mexican
26717,mexican
32749,italian
42536,chinese
5372,french
37143,southern_us
37244,italian
27674,thai
778,chinese
14686,cajun_creole
9274,mexican
37769,italian
12871,italian
38528,mexican
32968,irish
6275,italian
4732,southern_us
9452,indian
29194,indian
16627,russian
5127,italian
26447,italian
11489,italian
23884,cajun_creole
14545,italian
19620,indian
9771,mexican
21265,southern_us
38249,italian
3483,southern_us
21262,italian
14605,chinese
9448,indian
15750,brazilian
6413,mexican
17585,filipino
10057,moroccan
29462,mexican
18943,italian
22591,mexican
32048,cajun_creole
32249,southern_us
39578,italian
21724,italian
27119,italian
25094,filipino
41200,mexican
33033,cajun_creole
21389,southern_us
49103,italian
12519,mexican
26913,indian
12460,italian
3397,moroccan
3502,chinese
42877,cajun_creole
249,japanese
46008,french
14185,mexican
20873,moroccan
11722,southern_us
24883,indian
3932,southern_us
25728,southern_us
16428,moroccan
7887,mexican
48364,japanese
47197,brazilian
28640,mexican
16758,chinese
39135,italian
33302,greek
23677,mexican
25509,mexican
35746,korean
46195,italian
19788,italian
18888,southern_us
21153,french
44672,french
48707,italian
2232,southern_us
36081,thai
948,filipino
24512,indian
24382,indian
40648,cajun_creole
48886,italian
21967,italian
40119,italian
38221,mexican
49494,cajun_creole
17286,italian
10421,chinese
13088,italian
34348,french
15405,mexican
15218,greek
40233,vietnamese
26098,chinese
17221,mexican
25198,southern_us
22532,thai
41563,chinese
2554,southern_us
38170,mexican
29476,greek
33384,filipino
5770,korean
5628,chinese
44069,italian
18530,italian
22369,thai
9498,italian
26476,french
29939,greek
9336,thai
26377,italian
18442,italian
13470,filipino
34689,southern_us
11016,southern_us
28985,vietnamese
25293,mexican
569,southern_us
29992,japanese
20363,southern_us
6981,southern_us
30154,southern_us
39960,italian
25975,italian
4029,mexican
49081,filipino
7493,chinese
10393,mexican
6915,italian
42310,italian
15612,mexican
23160,french
37897,southern_us
44731,southern_us
3460,italian
29855,italian
31140,chinese
4481,indian
30882,italian
511,korean
1120,italian
42651,mexican
18209,southern_us
38368,chinese
31783,thai
37589,french
17752,korean
37020,jamaican
19503,moroccan
2718,mexican
28365,mexican
45843,italian
4514,thai
4311,chinese
41356,italian
12022,british
6846,moroccan
8983,indian
47589,italian
14859,southern_us
20035,french
732,vietnamese
38568,southern_us
10871,spanish
42540,indian
48782,indian
17988,mexican
8147,chinese
32029,mexican
25598,italian
8695,chinese
11213,mexican
21053,italian
29154,southern_us
33691,korean
32129,italian
43787,italian
40642,french
39782,southern_us
38430,italian
33438,chinese
31602,southern_us
17581,mexican
25169,southern_us
35755,italian
33544,mexican
34252,chinese
30764,french
44946,greek
716,mexican
24668,italian
24270,thai
13165,spanish
33758,french
3090,thai
43987,french
39021,mexican
44460,greek
29876,southern_us
17737,southern_us
36772,indian
18174,french
20924,french
39098,italian
32571,mexican
26957,chinese
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,mexican
5652,southern_us
1569,vietnamese
39036,chinese
13673,korean
1550,mexican
38553,filipino
38594,mexican
3220,moroccan
24686,thai
10863,italian
46683,greek
5113,italian
34967,italian
15420,italian
9607,cajun_creole
7190,mexican
7482,italian
3928,italian
11288,italian
1948,mexican
6590,chinese
20275,indian
14212,italian
47990,italian
36653,italian
22436,indian
34790,french
45752,italian
19159,mexican
14515,italian
27510,french
38699,chinese
34959,french
7206,indian
2316,italian
18823,mexican
1909,southern_us
48313,mexican
5844,french
29975,moroccan
41091,italian
9532,french
46569,italian
10399,chinese
42934,cajun_creole
2688,mexican
27095,mexican
12476,italian
23070,mexican
9837,italian
45829,southern_us
31887,southern_us
28518,irish
47168,italian
45321,mexican
20662,french
9699,thai
41018,southern_us
705,southern_us
42898,chinese
633,mexican
31443,italian
18613,mexican
19060,southern_us
17845,italian
1534,french
41786,southern_us
31656,brazilian
17330,irish
7048,french
7938,cajun_creole
46208,italian
33759,italian
5526,chinese
26943,mexican
20701,italian
35701,jamaican
36687,italian
21401,filipino
376,southern_us
6980,italian
39402,italian
43095,mexican
18576,moroccan
39720,indian
17526,southern_us
27549,french
27123,italian
22979,cajun_creole
46113,chinese
31557,mexican
20414,french
14487,thai
24881,italian
17955,irish
39109,mexican
35576,french
25876,southern_us
24669,mexican
22261,korean
832,chinese
29742,italian
21381,southern_us
34322,italian
7224,japanese
17978,greek
9438,chinese
9458,japanese
41045,chinese
34614,mexican
16651,italian
8230,southern_us
39372,italian
39357,irish
44341,mexican
42052,french
45208,thai
28626,southern_us
48345,vietnamese
37791,mexican
15227,chinese
24053,japanese
17716,southern_us
6087,southern_us
28000,moroccan
4320,italian
21783,italian
16148,mexican
47562,italian
31541,french
43574,italian
45475,spanish
16953,southern_us
5239,chinese
4595,indian
37279,italian
33264,italian
30484,southern_us
9200,southern_us
7457,vietnamese
42413,filipino
18484,thai
20985,mexican
29503,indian
45242,italian
46953,italian
13948,italian
1623,italian
33251,italian
6148,italian
30392,brazilian
144,chinese
20602,southern_us
48085,indian
14896,mexican
47518,indian
29161,cajun_creole
39363,mexican
694,indian
3887,italian
12671,southern_us
31117,chinese
14714,mexican
29993,vietnamese
20639,italian
17665,greek
3969,indian
11014,mexican
19530,southern_us
17271,mexican
30457,irish
22989,indian
45756,indian
20297,chinese
10942,indian
35686,mexican
13032,italian
7951,russian
20432,southern_us
17971,mexican
4128,southern_us
7589,mexican
18816,chinese
12650,chinese
418,indian
36366,southern_us
32991,mexican
6424,italian
8134,indian
39280,southern_us
3091,french
23382,french
34090,mexican
23320,indian
14962,italian
42047,indian
44805,mexican
36584,italian
3016,indian
6391,chinese
38188,mexican
1784,mexican
18300,italian
3856,italian
41841,irish
16837,italian
23687,southern_us
38118,indian
27801,chinese
17096,chinese
20235,cajun_creole
13288,southern_us
26749,italian
19084,mexican
35200,italian
41073,italian
28016,italian
18431,southern_us
22228,japanese
27456,moroccan
325,italian
6543,italian
7062,southern_us
49221,french
44536,italian
24865,indian
26543,japanese
10096,southern_us
38273,italian
6710,jamaican
49243,italian
19624,italian
24435,cajun_creole
14883,italian
22516,italian
587,russian
40539,mexican
11208,indian
18273,mexican
22762,mexican
13300,italian
42245,italian
14177,greek
4184,indian
14277,southern_us
41308,italian
34438,italian
9805,chinese
38007,italian
23919,indian
13945,mexican
32279,indian
17456,mexican
47941,mexican
32310,italian
44442,italian
14163,mexican
27573,italian
777,french
44116,mexican
13347,mexican
29348,japanese
14219,mexican
39983,italian
33682,french
21443,indian
47642,cajun_creole
1759,cajun_creole
1205,southern_us
4794,indian
17408,italian
34666,french
40237,mexican
13778,italian
41289,italian
3560,british
35830,mexican
11151,italian
12789,cajun_creole
21166,italian
24716,southern_us
25586,mexican
11046,southern_us
31793,chinese
28746,spanish
7226,italian
30991,southern_us
47476,british
30626,italian
49367,indian
35754,indian
4247,jamaican
49423,italian
22295,french
2749,chinese
685,french
30988,italian
46285,italian
40492,mexican
22264,italian
15921,mexican
388,chinese
33121,chinese
35685,mexican
4416,italian
17725,italian
39525,moroccan
27034,southern_us
28470,southern_us
38953,mexican
20045,french
12896,mexican
39573,italian
8838,brazilian
15399,thai
39439,mexican
26837,chinese
41220,italian
35968,chinese
24335,thai
10983,japanese
5516,southern_us
38894,vietnamese
11887,mexican
31306,southern_us
38578,mexican
3561,french
45095,vietnamese
30969,italian
14389,southern_us
29670,chinese
40995,southern_us
33629,southern_us
10616,french
30886,italian
18995,indian
31098,filipino
34607,italian
48989,southern_us
44542,japanese
47075,mexican
19228,mexican
2685,mexican
11686,chinese
9610,mexican
30405,italian
43666,mexican
32892,italian
44741,indian
6791,chinese
440,spanish
22693,mexican
24328,korean
13800,korean
23873,cajun_creole
12767,cajun_creole
5929,mexican
20645,mexican
20999,cajun_creole
29995,chinese
35223,italian
22414,greek
23410,chinese
36558,mexican
13704,french
41952,indian
46915,cajun_creole
47170,southern_us
2295,italian
46128,southern_us
48349,italian
1482,chinese
26589,southern_us
9418,italian
31356,italian
16052,mexican
43594,mexican
29099,indian
23472,italian
34914,italian
19404,thai
28299,italian
12314,italian
6047,filipino
37581,italian
12750,filipino
17498,japanese
7694,italian
14531,irish
26628,mexican
8205,italian
25101,italian
29045,greek
20917,indian
8311,mexican
10213,japanese
15241,vietnamese
46132,french
15349,italian
22580,mexican
47335,indian
17759,cajun_creole
27633,irish
42313,mexican
47272,thai
4553,mexican
15235,indian
34102,indian
21227,mexican
9782,italian
6913,italian
11944,chinese
19035,moroccan
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,southern_us
18063,mexican
16962,chinese
8415,french
19041,cajun_creole
38889,italian
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,italian
789,mexican
25084,chinese
6024,mexican
14741,indian
20468,french
26963,italian
1451,indian
27745,moroccan
31347,cajun_creole
46592,mexican
38107,indian
5987,italian
1808,french
23783,greek
28618,italian
36764,chinese
11326,southern_us
3020,chinese
24326,italian
34002,italian
11499,southern_us
9268,french
49368,chinese
44720,chinese
13127,mexican
34494,italian
48382,chinese
18585,italian
40052,chinese
46321,irish
49561,southern_us
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,indian
22530,southern_us
44176,french
2669,italian
10896,indian
7343,southern_us
46255,french
27043,italian
20998,italian
12357,italian
36339,italian
45086,thai
37690,french
37829,cajun_creole
3537,mexican
5150,southern_us
13,french
44579,southern_us
8749,vietnamese
131,mexican
44306,mexican
19202,italian
21300,italian
27286,italian
18297,italian
4388,indian
22234,greek
7359,italian
39947,southern_us
6855,italian
46057,italian
33950,italian
36009,southern_us
23732,italian
21316,thai
32806,french
34343,jamaican
11973,italian
2380,mexican
30667,italian
42364,indian
30258,spanish
34109,indian
5265,italian
123,mexican
12498,spanish
23713,mexican
25176,italian
28576,indian
32563,mexican
38829,indian
3835,italian
1960,indian
43991,french
45136,italian
41554,chinese
10118,southern_us
43827,mexican
32583,mexican
31949,greek
23574,chinese
28211,chinese
21793,mexican
25914,mexican
34735,cajun_creole
26071,chinese
9476,french
29443,southern_us
16966,chinese
6457,italian
25882,mexican
48390,southern_us
28356,french
15699,british
2090,spanish
4686,italian
27937,thai
25560,moroccan
38937,italian
48670,southern_us
2547,southern_us
17442,southern_us
28669,cajun_creole
4410,italian
36917,japanese
46755,spanish
25321,southern_us
47019,chinese
33077,chinese
11593,french
44295,filipino
46632,chinese
18503,southern_us
29030,southern_us
32516,french
35128,southern_us
41715,southern_us
49185,indian
35517,french
13909,southern_us
36886,southern_us
29304,mexican
29577,southern_us
24570,mexican
29466,chinese
10724,indian
30026,french
37133,italian
29346,thai
32871,jamaican
46420,chinese
29083,italian
4402,italian
15877,italian
33448,indian
3541,filipino
27704,mexican
28658,cajun_creole
23793,italian
11040,italian
28419,italian
37086,italian
13965,southern_us
28674,mexican
5645,mexican
20756,mexican
15548,southern_us
14495,french
11989,italian
47482,southern_us
14101,mexican
1289,mexican
49473,southern_us
39161,french
14452,mexican
31489,thai
15599,mexican
28440,italian
33624,mexican
24090,filipino
16137,italian
4819,french
1377,french
47636,mexican
25907,chinese
35894,mexican
20315,mexican
27199,cajun_creole
34055,italian
26938,southern_us
5734,mexican
32241,italian
2163,british
20340,cajun_creole
6278,thai
49404,italian
36731,mexican
29165,italian
24932,indian
6591,italian
14644,mexican
43518,french
28979,chinese
45821,cajun_creole
26627,french
39139,mexican
3026,indian
13204,italian
762,chinese
28036,french
46514,mexican
34536,italian
36484,indian
5676,mexican
13715,mexican
43019,mexican
2471,mexican
34065,italian
39362,french
4987,italian
28414,italian
8710,italian
6610,greek
28847,indian
10560,indian
32993,italian
16912,mexican
35262,italian
46936,thai
14553,cajun_creole
17471,korean
22897,cajun_creole
2789,mexican
3897,italian
22751,french
16566,korean
23033,southern_us
30500,cajun_creole
13018,indian
13077,southern_us
9177,chinese
16012,italian
5293,mexican
35451,irish
5591,moroccan
44443,mexican
36811,italian
7031,indian
11475,italian
5556,italian
33728,southern_us
46703,mexican
41776,italian
4099,italian
4251,moroccan
29381,italian
30300,chinese
27494,italian
48254,southern_us
32789,indian
44569,chinese
44160,italian
18762,mexican
23808,southern_us
11875,moroccan
35843,french
4948,indian
34713,thai
8352,french
28407,mexican
3506,italian
44338,chinese
38464,italian
1139,moroccan
12287,indian
27031,moroccan
42153,french
42686,southern_us
44415,mexican
10072,southern_us
8618,greek
14153,mexican
23825,greek
21440,chinese
13366,cajun_creole
24979,filipino
33437,mexican
4864,japanese
33017,italian
15122,chinese
42731,italian
8281,mexican
2812,mexican
30683,southern_us
24249,russian
12169,cajun_creole
28629,italian
32774,italian
15181,italian
44314,mexican
37583,mexican
28069,thai
33503,filipino
24015,italian
39333,chinese
13414,italian
4855,southern_us
6512,french
21974,italian
9062,italian
6243,italian
10675,mexican
35788,italian
37372,chinese
28810,italian
23045,italian
21296,southern_us
33484,italian
30045,chinese
17354,indian
30061,russian
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,french
30403,greek
37331,french
5456,southern_us
26893,southern_us
44470,irish
38130,moroccan
9361,mexican
19320,french
3545,korean
25778,italian
34074,chinese
34216,italian
38817,greek
20749,indian
31535,italian
2052,cajun_creole
18186,japanese
49595,french
47592,italian
26011,italian
23403,indian
8005,italian
19517,british
10157,mexican
47071,french
22469,greek
26224,italian
29482,southern_us
8227,chinese
12580,southern_us
26385,italian
49610,italian
6446,mexican
1766,indian
19538,filipino
44811,french
16844,mexican
28777,italian
28282,greek
15025,french
35345,thai
21527,filipino
26997,mexican
40454,chinese
2828,french
18980,cajun_creole
13604,mexican
9911,indian
49684,chinese
5056,mexican
2990,mexican
32016,cajun_creole
37476,japanese
33761,chinese
20280,british
19266,greek
17492,italian
29376,southern_us
39788,mexican
606,korean
28514,brazilian
8497,chinese
14688,italian
6514,italian
22222,mexican
40303,mexican
23173,brazilian
26842,italian
38197,cajun_creole
6680,indian
11165,mexican
10077,vietnamese
10703,korean
32046,southern_us
40961,cajun_creole
35596,thai
1653,southern_us
3886,southern_us
14121,italian
36351,thai
32915,italian
5386,southern_us
40215,mexican
183,mexican
24641,vietnamese
47715,mexican
34390,italian
712,chinese
12535,chinese
49435,southern_us
30517,cajun_creole
3489,italian
1636,french
30044,mexican
24095,mexican
22105,indian
24627,japanese
38840,mexican
9246,italian
32088,mexican
38769,thai
5657,french
15325,chinese
28603,mexican
42188,moroccan
30446,italian
1757,chinese
32710,southern_us
2136,southern_us
27690,indian
35074,french
48873,mexican
39277,southern_us
28708,italian
45762,italian
37933,italian
4491,moroccan
35597,french
15163,spanish
25745,italian
49614,italian
41946,russian
6372,italian
39604,cajun_creole
42983,japanese
19983,indian
21892,cajun_creole
20647,italian
47368,japanese
3557,southern_us
41749,italian
31498,italian
19271,southern_us
15640,southern_us
26181,italian
22491,brazilian
31939,vietnamese
35961,italian
9811,cajun_creole
40599,indian
40190,mexican
16581,southern_us
22637,indian
37123,filipino
36020,southern_us
2226,italian
43012,italian
13134,italian
18749,french
1692,french
10138,cajun_creole
25235,indian
13955,italian
42655,thai
12415,mexican
7502,italian
27394,southern_us
44210,mexican
5331,southern_us
25173,mexican
48988,italian
20735,thai
22048,italian
27644,cajun_creole
43242,mexican
28368,italian
2429,italian
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,french
13439,indian
33444,southern_us
38794,mexican
37227,italian
39679,french
34234,italian
38038,chinese
7274,italian
18018,greek
11450,mexican
48160,cajun_creole
21288,moroccan
34704,french
46684,italian
7049,mexican
9116,mexican
22485,chinese
6346,mexican
40269,mexican
35850,chinese
1429,filipino
19739,french
38972,italian
39570,southern_us
43463,italian
21757,italian
36070,greek
40550,mexican
22914,thai
15074,indian
41576,mexican
46372,italian
8751,italian
47378,italian
21143,japanese
3818,indian
48486,cajun_creole
23388,filipino
37216,cajun_creole
13142,cajun_creole
828,french
18468,chinese
25554,mexican
9863,italian
12771,thai
3066,italian
35442,mexican
25696,italian
38136,french
35825,italian
28933,korean
34629,southern_us
22169,southern_us
7028,korean
37204,mexican
16980,mexican
27356,southern_us
11736,italian
1632,indian
1073,chinese
8236,british
42866,chinese
30904,indian
35258,italian
17290,italian
35929,italian
46072,chinese
46763,southern_us
47664,french
45625,italian
31177,mexican
33941,italian
12272,italian
48146,italian
11812,italian
42795,mexican
14372,italian
2964,mexican
9236,chinese
18992,chinese
30902,italian
30939,italian
20108,italian
6562,indian
46412,southern_us
8034,french
37521,southern_us
46651,italian
32493,southern_us
3251,italian
31825,french
2676,french
32140,italian
5326,mexican
38240,southern_us
45874,chinese
17253,italian
25292,southern_us
48666,moroccan
49278,mexican
47903,southern_us
42062,italian
27885,italian
21229,chinese
47629,italian
16695,indian
5355,southern_us
45369,mexican
25736,italian
29882,french
38900,indian
1508,southern_us
2526,italian
16563,mexican
49060,french
31448,southern_us
36746,french
1280,southern_us
41950,brazilian
25948,greek
35444,chinese
2881,mexican
44080,southern_us
4446,japanese
47106,indian
15521,japanese
44359,southern_us
48967,southern_us
1599,italian
44514,greek
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,chinese
41639,southern_us
42680,moroccan
31520,mexican
47846,mexican
7993,italian
2996,italian
27737,thai
27427,moroccan
3734,italian
44673,italian
43924,chinese
18628,greek
3596,filipino
37666,southern_us
14633,italian
36259,indian
19752,mexican
16697,italian
9550,moroccan
20813,italian
34356,italian
3583,southern_us
14148,filipino
28329,italian
166,mexican
12368,french
32261,thai
35306,french
1414,thai
45051,italian
20767,mexican
23450,southern_us
404,italian
527,japanese
25416,vietnamese
25409,french
34603,chinese
20266,mexican
9513,italian
7794,mexican
19429,indian
11328,italian
49242,mexican
40411,chinese
46424,italian
1634,southern_us
47221,thai
3963,southern_us
15515,mexican
6735,mexican
41899,southern_us
36222,chinese
24468,cajun_creole
9876,southern_us
33614,southern_us
42279,russian
46846,thai
34711,thai
39556,french
1064,french
30080,italian
6076,italian
5670,cajun_creole
44525,mexican
19743,indian
36205,italian
9030,italian
39755,japanese
39434,japanese
37803,italian
30053,spanish
11661,italian
17918,chinese
44237,vietnamese
38536,italian
47369,irish
6108,mexican
16807,mexican
41329,southern_us
33582,thai
9570,indian
47129,french
14268,italian
8395,southern_us
38977,mexican
22716,southern_us
25753,southern_us
12018,mexican
31659,southern_us
21149,mexican
10328,indian
33585,italian
29192,italian
46733,mexican
12887,thai
24354,french
39237,italian
19430,italian
39895,mexican
34566,italian
17889,cajun_creole
40652,mexican
31395,vietnamese
35908,mexican
18341,mexican
17745,mexican
40560,mexican
25097,italian
31430,french
25484,indian
43668,french
2184,indian
12106,japanese
25747,indian
11423,italian
22403,indian
2880,korean
15445,italian
9825,mexican
31607,indian
9341,mexican
2406,spanish
28466,italian
8619,italian
16097,italian
11652,mexican
16852,southern_us
29111,italian
33602,moroccan
35,mexican
47741,spanish
39820,brazilian
25332,korean
5720,french
19634,southern_us
34851,vietnamese
14117,chinese
12195,british
33665,greek
46228,italian
15964,greek
47502,chinese
41865,british
46055,french
8863,mexican
48658,italian
42251,french
33164,italian
24526,southern_us
39431,southern_us
3893,southern_us
34175,southern_us
6727,southern_us
17230,mexican
24579,mexican
15873,russian
3703,italian
27030,southern_us
9149,italian
16152,moroccan
49665,italian
27036,greek
8341,italian
30384,italian
32883,french
29047,mexican
31964,italian
7011,italian
46301,british
3495,mexican
11949,mexican
975,italian
15529,mexican
15372,mexican
5176,italian
13631,italian
42028,mexican
4936,mexican
26471,chinese
43833,filipino
47933,southern_us
38373,mexican
5780,filipino
46303,italian
27308,italian
10340,southern_us
48900,irish
876,cajun_creole
10446,southern_us
15082,mexican
31706,italian
24885,french
34944,southern_us
7917,italian
5923,indian
44272,italian
41074,french
381,italian
16053,italian
37470,southern_us
23027,italian
42078,southern_us
13183,italian
14828,greek
15394,mexican
46300,french
38963,mexican
679,italian
34558,chinese
31528,cajun_creole
45629,indian
5034,mexican
35031,mexican
13237,indian
42339,italian
3911,italian
20409,french
24741,italian
18381,indian
7572,italian
24226,italian
19945,mexican
31809,southern_us
17903,greek
48664,cajun_creole
14122,italian
3175,mexican
3403,mexican
11062,filipino
16629,mexican
11349,italian
14353,mexican
25633,mexican
11424,mexican
36024,mexican
7151,mexican
12777,mexican
34289,southern_us
13904,italian
40792,italian
11649,southern_us
227,italian
10396,italian
6559,chinese
14195,italian
21511,southern_us
431,vietnamese
5651,italian
20754,indian
24905,italian
16731,chinese
9006,greek
43909,greek
28526,italian
31141,french
39787,mexican
35320,mexican
25077,chinese
2902,spanish
34305,indian
6174,irish
24695,greek
12211,chinese
13227,thai
728,italian
21635,mexican
14011,southern_us
5861,italian
9976,irish
49218,korean
27684,mexican
11095,chinese
47314,greek
41901,italian
5859,italian
3947,mexican
14030,moroccan
10056,italian
39408,french
35283,italian
13994,vietnamese
36302,french
16113,korean
47207,thai
36198,vietnamese
21134,italian
49070,italian
8030,mexican
31802,italian
36511,mexican
7785,greek
38965,southern_us
31453,italian
43100,italian
32307,southern_us
45405,spanish
28532,southern_us
16092,southern_us
29029,moroccan
5596,mexican
11369,chinese
37436,mexican
2421,mexican
22070,mexican
10600,southern_us
11150,mexican
29257,italian
38540,french
18998,mexican
39974,french
2159,southern_us
19679,filipino
44146,southern_us
36086,thai
20676,moroccan
39779,japanese
33522,mexican
498,italian
45937,russian
41501,british
44156,mexican
5643,indian
35874,cajun_creole
24413,mexican
47297,filipino
